% time	cellId	IMSI	RNTI	rsrp	sinr	ComponentCarrierId
0.504214	1	3	1	6.617e-14	139.499	0
0.505214	1	1	3	3.25442e-14	68.6091	0
0.505214	1	2	2	2.20059e-13	463.925	0
0.505214	1	3	1	6.61627e-14	139.483	0
0.506214	1	1	3	3.2545e-14	68.6108	0
0.506214	1	2	2	2.20065e-13	463.937	0
0.506214	1	3	1	6.61554e-14	139.468	0
0.507214	1	1	3	3.25458e-14	68.6126	0
0.507214	1	2	2	2.2007e-13	463.949	0
0.507214	1	3	1	6.61482e-14	139.453	0
0.508214	1	1	3	3.25466e-14	68.6143	0
0.508214	1	2	2	2.20076e-13	463.96	0
0.508214	1	3	1	6.61409e-14	139.437	0
0.509214	1	1	3	3.25474e-14	68.616	0
0.509214	1	2	2	2.20081e-13	463.972	0
0.509214	1	3	1	6.61337e-14	139.422	0
0.510214	1	1	3	3.25482e-14	68.6177	0
0.510214	1	2	2	2.20087e-13	463.984	0
0.510214	1	3	1	6.61264e-14	139.407	0
0.511214	1	1	3	3.25491e-14	68.6194	0
0.511214	1	2	2	2.20093e-13	463.996	0
0.511214	1	3	1	6.61192e-14	139.391	0
0.512214	1	1	3	3.25499e-14	68.6211	0
0.512214	1	2	2	2.20098e-13	464.008	0
0.512214	1	3	1	6.61119e-14	139.376	0
0.513214	1	1	3	3.25507e-14	68.6229	0
0.513214	1	2	2	2.20104e-13	464.019	0
0.513214	1	3	1	6.61047e-14	139.361	0
0.514214	1	1	3	3.25515e-14	68.6246	0
0.514214	1	2	2	2.20109e-13	464.031	0
0.514214	1	3	1	6.60974e-14	139.346	0
0.515214	1	1	3	3.25523e-14	68.6263	0
0.515214	1	2	2	2.20115e-13	464.043	0
0.515214	1	3	1	6.60902e-14	139.33	0
0.516214	1	1	3	3.25531e-14	68.628	0
0.516214	1	2	2	2.20121e-13	464.055	0
0.516214	1	3	1	6.60829e-14	139.315	0
0.517214	1	1	3	3.25539e-14	68.6297	0
0.517214	1	2	2	2.20126e-13	464.067	0
0.517214	1	3	1	6.60757e-14	139.3	0
0.518214	1	1	3	3.25547e-14	68.6314	0
0.518214	1	2	2	2.20132e-13	464.078	0
0.518214	1	3	1	6.60684e-14	139.284	0
0.519214	1	1	3	3.25556e-14	68.6332	0
0.519214	1	2	2	2.20137e-13	464.09	0
0.519214	1	3	1	6.60612e-14	139.269	0
0.520214	1	1	3	3.25564e-14	68.6349	0
0.520214	1	2	2	2.20143e-13	464.102	0
0.520214	1	3	1	6.60539e-14	139.254	0
0.521214	1	1	3	3.25572e-14	68.6366	0
0.521214	1	2	2	2.20148e-13	464.114	0
0.521214	1	3	1	6.60467e-14	139.239	0
0.522214	1	1	3	3.2558e-14	68.6383	0
0.522214	1	2	2	2.20154e-13	464.125	0
0.522214	1	3	1	6.60395e-14	139.223	0
0.523214	1	1	3	3.25588e-14	68.64	0
0.523214	1	2	2	2.2016e-13	464.137	0
0.523214	1	3	1	6.60322e-14	139.208	0
0.524214	1	1	3	3.25596e-14	68.6417	0
0.524214	1	2	2	2.20165e-13	464.149	0
0.524214	1	3	1	6.6025e-14	139.193	0
0.525214	1	1	3	3.25604e-14	68.6435	0
0.525214	1	2	2	2.20171e-13	464.161	0
0.525214	1	3	1	6.60177e-14	139.178	0
0.526214	1	1	3	3.25613e-14	68.6452	0
0.526214	1	2	2	2.20176e-13	464.172	0
0.526214	1	3	1	6.60105e-14	139.162	0
0.527214	1	1	3	3.25621e-14	68.6469	0
0.527214	1	2	2	2.20182e-13	464.184	0
0.527214	1	3	1	6.60033e-14	139.147	0
0.528214	1	1	3	3.25629e-14	68.6486	0
0.528214	1	2	2	2.20187e-13	464.196	0
0.528214	1	3	1	6.5996e-14	139.132	0
0.529214	1	1	3	3.25637e-14	68.6503	0
0.529214	1	2	2	2.20193e-13	464.208	0
0.529214	1	3	1	6.59888e-14	139.117	0
0.530214	1	1	3	3.25645e-14	68.652	0
0.530214	1	2	2	2.20199e-13	464.219	0
0.530214	1	3	1	6.59816e-14	139.101	0
0.531214	1	1	3	3.25653e-14	68.6538	0
0.531214	1	2	2	2.20204e-13	464.231	0
0.531214	1	3	1	6.59743e-14	139.086	0
0.532214	1	1	3	3.25661e-14	68.6555	0
0.532214	1	2	2	2.2021e-13	464.243	0
0.532214	1	3	1	6.59671e-14	139.071	0
0.533214	1	1	3	3.2567e-14	68.6572	0
0.533214	1	2	2	2.20215e-13	464.254	0
0.533214	1	3	1	6.59599e-14	139.056	0
0.534214	1	1	3	3.25678e-14	68.6589	0
0.534214	1	2	2	2.20221e-13	464.266	0
0.534214	1	3	1	6.59527e-14	139.04	0
0.535214	1	1	3	3.25686e-14	68.6606	0
0.535214	1	2	2	2.20226e-13	464.278	0
0.535214	1	3	1	6.59454e-14	139.025	0
0.536214	1	1	3	3.25694e-14	68.6623	0
0.536214	1	2	2	2.20232e-13	464.289	0
0.536214	1	3	1	6.59382e-14	139.01	0
0.537214	1	1	3	3.25702e-14	68.6641	0
0.537214	1	2	2	2.20237e-13	464.301	0
0.537214	1	3	1	6.5931e-14	138.995	0
0.538214	1	1	3	3.2571e-14	68.6658	0
0.538214	1	2	2	2.20243e-13	464.313	0
0.538214	1	3	1	6.59238e-14	138.979	0
0.539214	1	1	3	3.25719e-14	68.6675	0
0.539214	1	2	2	2.20248e-13	464.324	0
0.539214	1	3	1	6.59165e-14	138.964	0
0.540214	1	1	3	3.25727e-14	68.6692	0
0.540214	1	2	2	2.20254e-13	464.336	0
0.540214	1	3	1	6.59093e-14	138.949	0
0.541214	1	1	3	3.25735e-14	68.6709	0
0.541214	1	2	2	2.20259e-13	464.348	0
0.541214	1	3	1	6.59021e-14	138.934	0
0.542214	1	1	3	3.25743e-14	68.6726	0
0.542214	1	2	2	2.20265e-13	464.359	0
0.542214	1	3	1	6.58949e-14	138.919	0
0.543214	1	1	3	3.25751e-14	68.6744	0
0.543214	1	2	2	2.20271e-13	464.371	0
0.543214	1	3	1	6.58877e-14	138.903	0
0.544214	1	1	3	3.25759e-14	68.6761	0
0.544214	1	2	2	2.20276e-13	464.383	0
0.544214	1	3	1	6.58804e-14	138.888	0
0.545214	1	1	3	3.25767e-14	68.6778	0
0.545214	1	2	2	2.20282e-13	464.394	0
0.545214	1	3	1	6.58732e-14	138.873	0
0.546214	1	1	3	3.25776e-14	68.6795	0
0.546214	1	2	2	2.20287e-13	464.406	0
0.546214	1	3	1	6.5866e-14	138.858	0
0.547214	1	1	3	3.25784e-14	68.6812	0
0.547214	1	2	2	2.20293e-13	464.418	0
0.547214	1	3	1	6.58588e-14	138.843	0
0.548214	1	1	3	3.25792e-14	68.683	0
0.548214	1	2	2	2.20298e-13	464.429	0
0.548214	1	3	1	6.58516e-14	138.827	0
0.549214	1	1	3	3.258e-14	68.6847	0
0.549214	1	2	2	2.20304e-13	464.441	0
0.549214	1	3	1	6.58444e-14	138.812	0
0.550214	1	1	3	3.25808e-14	68.6864	0
0.550214	1	2	2	2.20309e-13	464.452	0
0.550214	1	3	1	6.58372e-14	138.797	0
0.551214	1	1	3	3.25816e-14	68.6881	0
0.551214	1	2	2	2.20315e-13	464.464	0
0.551214	1	3	1	6.58299e-14	138.782	0
0.552214	1	1	3	3.25824e-14	68.6898	0
0.552214	1	2	2	2.2032e-13	464.476	0
0.552214	1	3	1	6.58227e-14	138.767	0
0.553214	1	1	3	3.25833e-14	68.6915	0
0.553214	1	2	2	2.20326e-13	464.487	0
0.553214	1	3	1	6.58155e-14	138.751	0
0.554214	1	1	3	3.25841e-14	68.6933	0
0.554214	1	2	2	2.20331e-13	464.499	0
0.554214	1	3	1	6.58083e-14	138.736	0
0.555214	1	1	3	3.25849e-14	68.695	0
0.555214	1	2	2	2.20337e-13	464.51	0
0.555214	1	3	1	6.58011e-14	138.721	0
0.556214	1	1	3	3.25857e-14	68.6967	0
0.556214	1	2	2	2.20342e-13	464.522	0
0.556214	1	3	1	6.57939e-14	138.706	0
0.557214	1	1	3	3.25865e-14	68.6984	0
0.557214	1	2	2	2.20348e-13	464.534	0
0.557214	1	3	1	6.57867e-14	138.691	0
0.558214	1	1	3	3.25873e-14	68.7001	0
0.558214	1	2	2	2.20353e-13	464.545	0
0.558214	1	3	1	6.57795e-14	138.675	0
0.559214	1	1	3	3.25882e-14	68.7019	0
0.559214	1	2	2	2.20359e-13	464.557	0
0.559214	1	3	1	6.57723e-14	138.66	0
0.560214	1	1	3	3.2589e-14	68.7036	0
0.560214	1	2	2	2.20364e-13	464.568	0
0.560214	1	3	1	6.57651e-14	138.645	0
0.561214	1	1	3	3.25898e-14	68.7053	0
0.561214	1	2	2	2.2037e-13	464.58	0
0.561214	1	3	1	6.57579e-14	138.63	0
0.562214	1	1	3	3.25906e-14	68.707	0
0.562214	1	2	2	2.20375e-13	464.591	0
0.562214	1	3	1	6.57507e-14	138.615	0
0.563214	1	1	3	3.25914e-14	68.7087	0
0.563214	1	2	2	2.20381e-13	464.603	0
0.563214	1	3	1	6.57435e-14	138.6	0
0.564214	1	1	3	3.25922e-14	68.7104	0
0.564214	1	2	2	2.20386e-13	464.614	0
0.564214	1	3	1	6.57363e-14	138.584	0
0.565214	1	1	3	3.2593e-14	68.7122	0
0.565214	1	2	2	2.20391e-13	464.626	0
0.565214	1	3	1	6.57291e-14	138.569	0
0.566214	1	1	3	3.25939e-14	68.7139	0
0.566214	1	2	2	2.20397e-13	464.637	0
0.566214	1	3	1	6.57219e-14	138.554	0
0.567214	1	1	3	3.25947e-14	68.7156	0
0.567214	1	2	2	2.20402e-13	464.649	0
0.567214	1	3	1	6.57147e-14	138.539	0
0.568214	1	1	3	3.25955e-14	68.7173	0
0.568214	1	2	2	2.20408e-13	464.661	0
0.568214	1	3	1	6.57076e-14	138.524	0
0.569214	1	1	3	3.25963e-14	68.719	0
0.569214	1	2	2	2.20413e-13	464.672	0
0.569214	1	3	1	6.57004e-14	138.509	0
0.570214	1	1	3	3.25971e-14	68.7208	0
0.570214	1	2	2	2.20419e-13	464.684	0
0.570214	1	3	1	6.56932e-14	138.493	0
0.571214	1	1	3	3.25979e-14	68.7225	0
0.571214	1	2	2	2.20424e-13	464.695	0
0.571214	1	3	1	6.5686e-14	138.478	0
0.572214	1	1	3	3.25988e-14	68.7242	0
0.572214	1	2	2	2.2043e-13	464.707	0
0.572214	1	3	1	6.56788e-14	138.463	0
0.573214	1	1	3	3.25996e-14	68.7259	0
0.573214	1	2	2	2.20435e-13	464.718	0
0.573214	1	3	1	6.56716e-14	138.448	0
0.574214	1	1	3	3.26004e-14	68.7276	0
0.574214	1	2	2	2.20441e-13	464.73	0
0.574214	1	3	1	6.56644e-14	138.433	0
0.575214	1	1	3	3.26012e-14	68.7294	0
0.575214	1	2	2	2.20446e-13	464.741	0
0.575214	1	3	1	6.56572e-14	138.418	0
0.576214	1	1	3	3.2602e-14	68.7311	0
0.576214	1	2	2	2.20451e-13	464.752	0
0.576214	1	3	1	6.56501e-14	138.402	0
0.577214	1	1	3	3.26028e-14	68.7328	0
0.577214	1	2	2	2.20457e-13	464.764	0
0.577214	1	3	1	6.56429e-14	138.387	0
0.578214	1	1	3	3.26036e-14	68.7345	0
0.578214	1	2	2	2.20462e-13	464.775	0
0.578214	1	3	1	6.56357e-14	138.372	0
0.579214	1	1	3	3.26045e-14	68.7362	0
0.579214	1	2	2	2.20468e-13	464.787	0
0.579214	1	3	1	6.56285e-14	138.357	0
0.580214	1	1	3	3.26053e-14	68.738	0
0.580214	1	2	2	2.20473e-13	464.798	0
0.580214	1	3	1	6.56213e-14	138.342	0
0.581214	1	1	3	3.26061e-14	68.7397	0
0.581214	1	2	2	2.20479e-13	464.81	0
0.581214	1	3	1	6.56142e-14	138.327	0
0.582214	1	1	3	3.26069e-14	68.7414	0
0.582214	1	2	2	2.20484e-13	464.821	0
0.582214	1	3	1	6.5607e-14	138.312	0
0.583214	1	1	3	3.26077e-14	68.7431	0
0.583214	1	2	2	2.2049e-13	464.833	0
0.583214	1	3	1	6.55998e-14	138.297	0
0.584214	1	1	3	3.26085e-14	68.7448	0
0.584214	1	2	2	2.20495e-13	464.844	0
0.584214	1	3	1	6.55926e-14	138.281	0
0.585214	1	1	3	3.26094e-14	68.7466	0
0.585214	1	2	2	2.205e-13	464.856	0
0.585214	1	3	1	6.55855e-14	138.266	0
0.586214	1	1	3	3.26102e-14	68.7483	0
0.586214	1	2	2	2.20506e-13	464.867	0
0.586214	1	3	1	6.55783e-14	138.251	0
0.587214	1	1	3	3.2611e-14	68.75	0
0.587214	1	2	2	2.20511e-13	464.878	0
0.587214	1	3	1	6.55711e-14	138.236	0
0.588214	1	1	3	3.26118e-14	68.7517	0
0.588214	1	2	2	2.20517e-13	464.89	0
0.588214	1	3	1	6.55639e-14	138.221	0
0.589214	1	1	3	3.26126e-14	68.7534	0
0.589214	1	2	2	2.20522e-13	464.901	0
0.589214	1	3	1	6.55568e-14	138.206	0
0.590214	1	1	3	3.26134e-14	68.7552	0
0.590214	1	2	2	2.20527e-13	464.913	0
0.590214	1	3	1	6.55496e-14	138.191	0
0.591214	1	1	3	3.26143e-14	68.7569	0
0.591214	1	2	2	2.20533e-13	464.924	0
0.591214	1	3	1	6.55424e-14	138.176	0
0.592214	1	1	3	3.26151e-14	68.7586	0
0.592214	1	2	2	2.20538e-13	464.935	0
0.592214	1	3	1	6.55353e-14	138.16	0
0.593214	1	1	3	3.26159e-14	68.7603	0
0.593214	1	2	2	2.20544e-13	464.947	0
0.593214	1	3	1	6.55281e-14	138.145	0
0.594214	1	1	3	3.26167e-14	68.762	0
0.594214	1	2	2	2.20549e-13	464.958	0
0.594214	1	3	1	6.5521e-14	138.13	0
0.595214	1	1	3	3.26175e-14	68.7638	0
0.595214	1	2	2	2.20554e-13	464.97	0
0.595214	1	3	1	6.55138e-14	138.115	0
0.596214	1	1	3	3.26183e-14	68.7655	0
0.596214	1	2	2	2.2056e-13	464.981	0
0.596214	1	3	1	6.55066e-14	138.1	0
0.597214	1	1	3	3.26191e-14	68.7672	0
0.597214	1	2	2	2.20565e-13	464.992	0
0.597214	1	3	1	6.54995e-14	138.085	0
0.598214	1	1	3	3.262e-14	68.7689	0
0.598214	1	2	2	2.20571e-13	465.004	0
0.598214	1	3	1	6.54923e-14	138.07	0
0.599214	1	1	3	3.26208e-14	68.7706	0
0.599214	1	2	2	2.20576e-13	465.015	0
0.599214	1	3	1	6.54851e-14	138.055	0
0.600214	1	1	3	3.26216e-14	68.7724	0
0.600214	1	2	2	2.20581e-13	465.026	0
0.600214	1	3	1	6.5478e-14	138.04	0
0.601214	1	1	3	3.26224e-14	68.7741	0
0.601214	1	2	2	2.20587e-13	465.038	0
0.601214	1	3	1	6.54708e-14	138.025	0
0.602214	1	1	3	3.26232e-14	68.7758	0
0.602214	1	2	2	2.20592e-13	465.049	0
0.602214	1	3	1	6.54637e-14	138.01	0
0.603214	1	1	3	3.2624e-14	68.7775	0
0.603214	1	2	2	2.20598e-13	465.06	0
0.603214	1	3	1	6.54565e-14	137.994	0
0.604214	1	1	3	3.26249e-14	68.7792	0
0.604214	1	2	2	2.20603e-13	465.072	0
0.604214	1	3	1	6.54494e-14	137.979	0
0.605214	1	1	3	3.26257e-14	68.781	0
0.605214	1	2	2	2.20608e-13	465.083	0
0.605214	1	3	1	6.54422e-14	137.964	0
0.606214	1	1	3	3.26265e-14	68.7827	0
0.606214	1	2	2	2.20614e-13	465.094	0
0.606214	1	3	1	6.54351e-14	137.949	0
0.607214	1	1	3	3.26273e-14	68.7844	0
0.607214	1	2	2	2.20619e-13	465.106	0
0.607214	1	3	1	6.54279e-14	137.934	0
0.608214	1	1	3	3.26281e-14	68.7861	0
0.608214	1	2	2	2.20624e-13	465.117	0
0.608214	1	3	1	6.54208e-14	137.919	0
0.609214	1	1	3	3.26289e-14	68.7879	0
0.609214	1	2	2	2.2063e-13	465.128	0
0.609214	1	3	1	6.54136e-14	137.904	0
0.610214	1	1	3	3.26298e-14	68.7896	0
0.610214	1	2	2	2.20635e-13	465.14	0
0.610214	1	3	1	6.54065e-14	137.889	0
0.611214	1	1	3	3.26306e-14	68.7913	0
0.611214	1	2	2	2.2064e-13	465.151	0
0.611214	1	3	1	6.53993e-14	137.874	0
0.612214	1	1	3	3.26314e-14	68.793	0
0.612214	1	2	2	2.20646e-13	465.162	0
0.612214	1	3	1	6.53922e-14	137.859	0
0.613214	1	1	3	3.26322e-14	68.7947	0
0.613214	1	2	2	2.20651e-13	465.173	0
0.613214	1	3	1	6.5385e-14	137.844	0
0.614214	1	1	3	3.2633e-14	68.7965	0
0.614214	1	2	2	2.20657e-13	465.185	0
0.614214	1	3	1	6.53779e-14	137.829	0
0.615214	1	1	3	3.26338e-14	68.7982	0
0.615214	1	2	2	2.20662e-13	465.196	0
0.615214	1	3	1	6.53708e-14	137.814	0
0.616214	1	1	3	3.26347e-14	68.7999	0
0.616214	1	2	2	2.20667e-13	465.207	0
0.616214	1	3	1	6.53636e-14	137.799	0
0.617214	1	1	3	3.26355e-14	68.8016	0
0.617214	1	2	2	2.20673e-13	465.219	0
0.617214	1	3	1	6.53565e-14	137.784	0
0.618214	1	1	3	3.26363e-14	68.8033	0
0.618214	1	2	2	2.20678e-13	465.23	0
0.618214	1	3	1	6.53493e-14	137.769	0
0.619214	1	1	3	3.26371e-14	68.8051	0
0.619214	1	2	2	2.20683e-13	465.241	0
0.619214	1	3	1	6.53422e-14	137.753	0
0.620214	1	1	3	3.26379e-14	68.8068	0
0.620214	1	2	2	2.20689e-13	465.252	0
0.620214	1	3	1	6.53351e-14	137.738	0
0.621214	1	1	3	3.26387e-14	68.8085	0
0.621214	1	2	2	2.20694e-13	465.264	0
0.621214	1	3	1	6.53279e-14	137.723	0
0.622214	1	1	3	3.26396e-14	68.8102	0
0.622214	1	2	2	2.20699e-13	465.275	0
0.622214	1	3	1	6.53208e-14	137.708	0
0.623214	1	1	3	3.26404e-14	68.812	0
0.623214	1	2	2	2.20705e-13	465.286	0
0.623214	1	3	1	6.53137e-14	137.693	0
0.624214	1	1	3	3.26412e-14	68.8137	0
0.624214	1	2	2	2.2071e-13	465.297	0
0.624214	1	3	1	6.53065e-14	137.678	0
0.625214	1	1	3	3.2642e-14	68.8154	0
0.625214	1	2	2	2.20715e-13	465.309	0
0.625214	1	3	1	6.52994e-14	137.663	0
0.626214	1	1	3	3.26428e-14	68.8171	0
0.626214	1	2	2	2.20721e-13	465.32	0
0.626214	1	3	1	6.52923e-14	137.648	0
0.627214	1	1	3	3.26436e-14	68.8188	0
0.627214	1	2	2	2.20726e-13	465.331	0
0.627214	1	3	1	6.52851e-14	137.633	0
0.628214	1	1	3	3.26445e-14	68.8206	0
0.628214	1	2	2	2.20731e-13	465.342	0
0.628214	1	3	1	6.5278e-14	137.618	0
0.629214	1	1	3	3.26453e-14	68.8223	0
0.629214	1	2	2	2.20736e-13	465.353	0
0.629214	1	3	1	6.52709e-14	137.603	0
0.630214	1	1	3	3.26461e-14	68.824	0
0.630214	1	2	2	2.20742e-13	465.365	0
0.630214	1	3	1	6.52638e-14	137.588	0
0.631214	1	1	3	3.26469e-14	68.8257	0
0.631214	1	2	2	2.20747e-13	465.376	0
0.631214	1	3	1	6.52566e-14	137.573	0
0.632214	1	1	3	3.26477e-14	68.8275	0
0.632214	1	2	2	2.20752e-13	465.387	0
0.632214	1	3	1	6.52495e-14	137.558	0
0.633214	1	1	3	3.26485e-14	68.8292	0
0.633214	1	2	2	2.20758e-13	465.398	0
0.633214	1	3	1	6.52424e-14	137.543	0
0.634214	1	1	3	3.26494e-14	68.8309	0
0.634214	1	2	2	2.20763e-13	465.409	0
0.634214	1	3	1	6.52353e-14	137.528	0
0.635214	1	1	3	3.26502e-14	68.8326	0
0.635214	1	2	2	2.20768e-13	465.42	0
0.635214	1	3	1	6.52282e-14	137.513	0
0.636214	1	1	3	3.2651e-14	68.8343	0
0.636214	1	2	2	2.20774e-13	465.432	0
0.636214	1	3	1	6.5221e-14	137.498	0
0.637214	1	1	3	3.26518e-14	68.8361	0
0.637214	1	2	2	2.20779e-13	465.443	0
0.637214	1	3	1	6.52139e-14	137.483	0
0.638214	1	1	3	3.26526e-14	68.8378	0
0.638214	1	2	2	2.20784e-13	465.454	0
0.638214	1	3	1	6.52068e-14	137.468	0
0.639214	1	1	3	3.26534e-14	68.8395	0
0.639214	1	2	2	2.20789e-13	465.465	0
0.639214	1	3	1	6.51997e-14	137.453	0
0.640214	1	1	3	3.26543e-14	68.8412	0
0.640214	1	2	2	2.20795e-13	465.476	0
0.640214	1	3	1	6.51926e-14	137.438	0
0.641214	1	1	3	3.26551e-14	68.843	0
0.641214	1	2	2	2.208e-13	465.487	0
0.641214	1	3	1	6.51855e-14	137.423	0
0.642214	1	1	3	3.26559e-14	68.8447	0
0.642214	1	2	2	2.20805e-13	465.499	0
0.642214	1	3	1	6.51783e-14	137.408	0
0.643214	1	1	3	3.26567e-14	68.8464	0
0.643214	1	2	2	2.20811e-13	465.51	0
0.643214	1	3	1	6.51712e-14	137.393	0
0.644214	1	1	3	3.26575e-14	68.8481	0
0.644214	1	2	2	2.20816e-13	465.521	0
0.644214	1	3	1	6.51641e-14	137.378	0
0.645214	1	1	3	3.26584e-14	68.8499	0
0.645214	1	2	2	2.20821e-13	465.532	0
0.645214	1	3	1	6.5157e-14	137.363	0
0.646214	1	1	3	3.26592e-14	68.8516	0
0.646214	1	2	2	2.20826e-13	465.543	0
0.646214	1	3	1	6.51499e-14	137.348	0
0.647214	1	1	3	3.266e-14	68.8533	0
0.647214	1	2	2	2.20832e-13	465.554	0
0.647214	1	3	1	6.51428e-14	137.333	0
0.648214	1	1	3	3.26608e-14	68.855	0
0.648214	1	2	2	2.20837e-13	465.565	0
0.648214	1	3	1	6.51357e-14	137.318	0
0.649214	1	1	3	3.26616e-14	68.8567	0
0.649214	1	2	2	2.20842e-13	465.576	0
0.649214	1	3	1	6.51286e-14	137.303	0
0.650214	1	1	3	3.26624e-14	68.8585	0
0.650214	1	2	2	2.20848e-13	465.587	0
0.650214	1	3	1	6.51215e-14	137.288	0
0.651214	1	1	3	3.26633e-14	68.8602	0
0.651214	1	2	2	2.20853e-13	465.599	0
0.651214	1	3	1	6.51144e-14	137.273	0
0.652214	1	1	3	3.26641e-14	68.8619	0
0.652214	1	2	2	2.20858e-13	465.61	0
0.652214	1	3	1	6.51073e-14	137.258	0
0.653214	1	1	3	3.26649e-14	68.8636	0
0.653214	1	2	2	2.20863e-13	465.621	0
0.653214	1	3	1	6.51002e-14	137.243	0
0.654214	1	1	3	3.26657e-14	68.8654	0
0.654214	1	2	2	2.20869e-13	465.632	0
0.654214	1	3	1	6.50931e-14	137.228	0
0.655214	1	1	3	3.26665e-14	68.8671	0
0.655214	1	2	2	2.20874e-13	465.643	0
0.655214	1	3	1	6.5086e-14	137.213	0
0.656214	1	1	3	3.26673e-14	68.8688	0
0.656214	1	2	2	2.20879e-13	465.654	0
0.656214	1	3	1	6.50789e-14	137.198	0
0.657214	1	1	3	3.26682e-14	68.8705	0
0.657214	1	2	2	2.20884e-13	465.665	0
0.657214	1	3	1	6.50718e-14	137.183	0
0.658214	1	1	3	3.2669e-14	68.8723	0
0.658214	1	2	2	2.2089e-13	465.676	0
0.658214	1	3	1	6.50647e-14	137.168	0
0.659214	1	1	3	3.26698e-14	68.874	0
0.659214	1	2	2	2.20895e-13	465.687	0
0.659214	1	3	1	6.50576e-14	137.153	0
0.660214	1	1	3	3.26706e-14	68.8757	0
0.660214	1	2	2	2.209e-13	465.698	0
0.660214	1	3	1	6.50505e-14	137.138	0
0.661214	1	1	3	3.26714e-14	68.8774	0
0.661214	1	2	2	2.20905e-13	465.709	0
0.661214	1	3	1	6.50434e-14	137.124	0
0.662214	1	1	3	3.26723e-14	68.8792	0
0.662214	1	2	2	2.2091e-13	465.72	0
0.662214	1	3	1	6.50363e-14	137.109	0
0.663214	1	1	3	3.26731e-14	68.8809	0
0.663214	1	2	2	2.20916e-13	465.731	0
0.663214	1	3	1	6.50292e-14	137.094	0
0.664214	1	1	3	3.26739e-14	68.8826	0
0.664214	1	2	2	2.20921e-13	465.742	0
0.664214	1	3	1	6.50221e-14	137.079	0
0.665214	1	1	3	3.26747e-14	68.8843	0
0.665214	1	2	2	2.20926e-13	465.753	0
0.665214	1	3	1	6.5015e-14	137.064	0
0.666214	1	1	3	3.26755e-14	68.8861	0
0.666214	1	2	2	2.20931e-13	465.764	0
0.666214	1	3	1	6.5008e-14	137.049	0
0.667214	1	1	3	3.26763e-14	68.8878	0
0.667214	1	2	2	2.20937e-13	465.775	0
0.667214	1	3	1	6.50009e-14	137.034	0
0.668214	1	1	3	3.26772e-14	68.8895	0
0.668214	1	2	2	2.20942e-13	465.786	0
0.668214	1	3	1	6.49938e-14	137.019	0
0.669214	1	1	3	3.2678e-14	68.8912	0
0.669214	1	2	2	2.20947e-13	465.797	0
0.669214	1	3	1	6.49867e-14	137.004	0
0.670214	1	1	3	3.26788e-14	68.893	0
0.670214	1	2	2	2.20952e-13	465.808	0
0.670214	1	3	1	6.49796e-14	136.989	0
0.671214	1	1	3	3.26796e-14	68.8947	0
0.671214	1	2	2	2.20957e-13	465.819	0
0.671214	1	3	1	6.49725e-14	136.974	0
0.672214	1	1	3	3.26804e-14	68.8964	0
0.672214	1	2	2	2.20963e-13	465.83	0
0.672214	1	3	1	6.49655e-14	136.959	0
0.673214	1	1	3	3.26813e-14	68.8981	0
0.673214	1	2	2	2.20968e-13	465.841	0
0.673214	1	3	1	6.49584e-14	136.944	0
0.674214	1	1	3	3.26821e-14	68.8998	0
0.674214	1	2	2	2.20973e-13	465.852	0
0.674214	1	3	1	6.49513e-14	136.929	0
0.675214	1	1	3	3.26829e-14	68.9016	0
0.675214	1	2	2	2.20978e-13	465.863	0
0.675214	1	3	1	6.49442e-14	136.914	0
0.676214	1	1	3	3.26837e-14	68.9033	0
0.676214	1	2	2	2.20983e-13	465.874	0
0.676214	1	3	1	6.49371e-14	136.9	0
0.677214	1	1	3	3.26845e-14	68.905	0
0.677214	1	2	2	2.20989e-13	465.885	0
0.677214	1	3	1	6.49301e-14	136.885	0
0.678214	1	1	3	3.26853e-14	68.9067	0
0.678214	1	2	2	2.20994e-13	465.896	0
0.678214	1	3	1	6.4923e-14	136.87	0
0.679214	1	1	3	3.26862e-14	68.9085	0
0.679214	1	2	2	2.20999e-13	465.907	0
0.679214	1	3	1	6.49159e-14	136.855	0
0.680214	1	1	3	3.2687e-14	68.9102	0
0.680214	1	2	2	2.21004e-13	465.918	0
0.680214	1	3	1	6.49088e-14	136.84	0
0.681214	1	1	3	3.26878e-14	68.9119	0
0.681214	1	2	2	2.21009e-13	465.929	0
0.681214	1	3	1	6.49018e-14	136.825	0
0.682214	1	1	3	3.26886e-14	68.9136	0
0.682214	1	2	2	2.21015e-13	465.94	0
0.682214	1	3	1	6.48947e-14	136.81	0
0.683214	1	1	3	3.26894e-14	68.9154	0
0.683214	1	2	2	2.2102e-13	465.951	0
0.683214	1	3	1	6.48876e-14	136.795	0
0.684214	1	1	3	3.26903e-14	68.9171	0
0.684214	1	2	2	2.21025e-13	465.962	0
0.684214	1	3	1	6.48806e-14	136.78	0
0.685214	1	1	3	3.26911e-14	68.9188	0
0.685214	1	2	2	2.2103e-13	465.972	0
0.685214	1	3	1	6.48735e-14	136.765	0
0.686214	1	1	3	3.26919e-14	68.9206	0
0.686214	1	2	2	2.21035e-13	465.983	0
0.686214	1	3	1	6.48664e-14	136.75	0
0.687214	1	1	3	3.26927e-14	68.9223	0
0.687214	1	2	2	2.2104e-13	465.994	0
0.687214	1	3	1	6.48594e-14	136.736	0
0.688214	1	1	3	3.26935e-14	68.924	0
0.688214	1	2	2	2.21046e-13	466.005	0
